1	American Samoa	          74.60
2	Tokelau	          63.40
3	Tonga	          56.00
4	Kiribati	          50.60
5	Saudi Arabia	          35.60
6	United States	          33.90
7	United Arab Emirates	          33.70
8	Egypt	          30.30
9	Kuwait	          28.80
10	New Zealand	          26.50
11	Seychelles	          25.10
12	Fiji	          23.90
13	Mexico	          23.60
14	Canada	          23.10
15	Israel	          22.90
16	United Kingdom	          22.70
17	Greece	          22.50
18	Croatia	          22.30
19	Chile	          21.90
20	Bosnia and Herzegovina	          21.70
21	Malta	          20.70
22	Lithuania	          19.70
23	Jordan	          19.50
24	Poland	          18.00
25	Hungary	          17.70
26	France	          16.90
27	Australia	          16.40
28	Malaysia	          16.30
29	Peru	          16.30
30	Turkey	          16.10
31	Morocco	          16.00
32	Finland	          15.70
33	Zimbabwe	          15.70
34	Spain	          15.60
35	Latvia	          15.60
36	Czech Republic	          15.10
37	Slovenia	          15.00
38	Estonia	          14.40
39	Slovakia	          14.30
40	Portugal	          14.20
41	Iran	          14.20
42	Colombia	          13.70
43	Lebanon	          13.50
44	Ireland	          13.00
45	Germany	          12.90
46	Iceland	          12.40
47	Bulgaria	          12.40
48	Cyprus	          12.30
49	Sweden	          12.00
50	Cuba	          11.80
51	Denmark	          11.40
52	Brazil	          11.10
53	Austria	          11.00
54	Belgium	          10.80
55	Norway	          10.00
56	Italy	           9.80
57	Mongolia	           9.80
58	Romania	           8.60
59	Switzerland	           8.20
60	Thailand	           7.80
61	Singapore	           6.90
62	Philippines	           4.30
63	Eritrea	           3.30
64	Korea, South	           3.20
65	Japan	           3.10
66	China	           2.90
67	Indonesia	           2.40
68	Madagascar	           2.10
69	Laos	           1.20
70	Vietnam	           0.50
